# raw base_link odometry (TUM format), robot's own estimator
1778755165.207074 -4.596662 -29.049389 0.301630 -0.033556 -0.005857 0.796899 0.603152
1778755165.258770 -4.596652 -29.049391 0.301639 -0.033541 -0.005864 0.796845 0.603224
1778755165.310134 -4.596664 -29.049410 0.301644 -0.033539 -0.005884 0.796858 0.603206
1778755165.364838 -4.596701 -29.049423 0.301636 -0.033602 -0.005901 0.796919 0.603122
1778755165.420919 -4.596688 -29.049442 0.301638 -0.033556 -0.005931 0.796869 0.603191
1778755165.489782 -4.596694 -29.049421 0.301622 -0.033574 -0.005936 0.796855 0.603208
1778755165.524692 -4.596687 -29.049440 0.301630 -0.033555 -0.005943 0.796832 0.603239
1778755165.578173 -4.596734 -29.049452 0.301627 -0.033602 -0.005985 0.796853 0.603209
1778755165.630924 -4.596714 -29.049467 0.301618 -0.033578 -0.005982 0.796837 0.603231
1778755165.685367 -4.596739 -29.049400 0.301644 -0.033621 -0.005959 0.796801 0.603277
1778755165.750058 -4.596730 -29.049383 0.301620 -0.033622 -0.005929 0.796781 0.603303
1778755165.790977 -4.596725 -29.049410 0.301611 -0.033617 -0.005928 0.796798 0.603281
1778755165.851858 -4.596746 -29.049421 0.301622 -0.033625 -0.005963 0.796825 0.603244
1778755165.899711 -4.596718 -29.049400 0.301633 -0.033602 -0.005930 0.796803 0.603275
1778755165.951898 -4.596744 -29.049383 0.301626 -0.033638 -0.005937 0.796769 0.603317
1778755166.005083 -4.596755 -29.049397 0.301639 -0.033663 -0.005948 0.796786 0.603293
1778755166.056569 -4.596742 -29.049437 0.301639 -0.033625 -0.005955 0.796804 0.603272
1778755166.172635 -4.596722 -29.049467 0.301637 -0.033583 -0.005979 0.796787 0.603296
1778755166.174838 -4.596701 -29.049433 0.301634 -0.033559 -0.005926 0.796767 0.603325
1778755166.215096 -4.596678 -29.049427 0.301646 -0.033551 -0.005911 0.796782 0.603306
1778755166.267498 -4.596697 -29.049463 0.301633 -0.033554 -0.005939 0.796771 0.603320
1778755166.326378 -4.596705 -29.049494 0.301646 -0.033541 -0.005986 0.796823 0.603252
1778755166.380586 -4.596686 -29.049467 0.301634 -0.033508 -0.005965 0.796736 0.603368
1778755166.428828 -4.596706 -29.049433 0.301632 -0.033532 -0.005974 0.796733 0.603372
1778755166.484981 -4.596704 -29.049458 0.301640 -0.033537 -0.005974 0.796752 0.603345
1778755166.534929 -4.596695 -29.049473 0.301627 -0.033532 -0.005963 0.796765 0.603329
1778755166.587997 -4.596693 -29.049444 0.301631 -0.033529 -0.005941 0.796753 0.603345
1778755166.641761 -4.596679 -29.049406 0.301641 -0.033528 -0.005892 0.796730 0.603376
1778755166.694249 -4.596681 -29.049410 0.301640 -0.033524 -0.005914 0.796723 0.603385
